mes,cantidad_ejemplos,f1_score,accuracy,roc_auc
2020-02,98641,0.5016641065028162,0.5264038280228303,0.5640379876715529
2020-03,98528,0.5295605405238002,0.53748173108152,0.5740656744083146
2020-04,96961,0.49036157634281724,0.5634636606470643,0.580134827424089
